id_ip,ratio_active,max_acf,dominant_lag
530.0,0.1111717703111817,0.2177107876521757,138
531.0,0.9999503697453967,0.0,0
532.0,0.9999007394907936,0.0,0
533.0,0.9999751848726984,0.0,0
535.0,0.0032011514219067,0.0,0
536.0,0.0263040349396992,0.205172129653571,1008
537.0,0.1703558489255049,0.0,0
538.0,0.2387215246414214,0.0,0
544.0,0.1799593031912253,0.6703881749747493,1008
546.0,0.0471735570003474,0.170861557649689,139
547.0,0.0079656558638145,0.2589934359190691,1008
551.0,0.1452429400962827,0.4568194348224756,1008
552.0,0.8490743957516502,0.0,0
553.0,0.9779393518288748,0.0,0
554.0,0.9752345029530002,0.0,0
556.0,0.8990272470097772,0.0,0
562.0,0.8806888679338924,0.0,0
563.0,0.0710953397190927,0.2433310175708816,143
564.0,0.0835029033698942,0.0,0
566.0,0.9996774033450792,0.0,0
567.0,1.0,0.0,0
568.0,1.0,0.0,0
569.0,0.9915876718447566,0.1194070127237528,138
570.0,1.0,0.0,0
571.0,0.9934488063923768,0.0,0
579.0,0.7597399374658792,0.0,0
582.0,0.1305771998610352,0.3520178669215237,144
585.0,0.9995781428358728,0.4115057675663377,1020
591.0,0.095960097275299,0.2534510712687269,1009
594.0,0.07151719688322,0.2039751327321219,1008
598.0,0.1683954538686783,0.2849552068360428,1008
600.0,0.9877165119857064,0.0,0
602.0,0.1122388207851506,0.2834606228567724,144
603.0,0.1221648717057918,0.0,0
608.0,0.9726289145863318,0.0,0
614.0,0.9998262941088888,0.0,0
615.0,0.9161496848478832,0.3142133473682112,144
616.0,0.9979155293066654,0.0,0
617.0,0.7497394411633331,0.0,0
618.0,0.9549357288202888,0.0,0
619.0,0.2104322795175939,0.3492118961569797,145
620.0,0.0479924562013003,0.0,0
630.0,0.0152364881631842,0.0,0
631.0,0.0147153704898506,0.2162258620047094,1008
637.0,0.0292818502158916,0.1510002159136985,1004
638.0,0.2369844657303092,0.0,0
642.0,0.0680182639336939,0.204124674386701,142
643.0,0.975358578589508,0.0,0
644.0,1.0,0.0,0
645.0,0.8309841679487816,0.0,0
646.0,0.0256836567571591,0.0,0
659.0,0.0440964812149486,0.0773217393612946,1000
661.0,0.985433520273959,0.0,0
662.0,1.0,0.0,0
668.0,0.5964067695667279,0.0,0
671.0,0.9878902178768176,0.0,0
672.0,0.1889423792744057,0.0,0
673.0,0.0484391284927291,0.2053185910323516,144
675.0,0.0604744652340066,0.2499208353585246,141
680.0,0.0429053551044716,0.0,0
681.0,0.7614521812496898,0.4713422139204054,145
692.0,0.3254752096878257,0.0,0
695.0,0.0213410094793786,0.5712688242393571,1008
696.0,0.7432626929376148,0.0,0
697.0,0.132090922626433,0.0,0
699.0,0.0732790709216338,0.0,0
713.0,0.1353665194302446,0.4355064727090493,143
714.0,0.1237034095984912,0.3378234690248679,143
718.0,0.0577199861035287,0.2001344482867561,1008
724.0,0.0161794630006451,0.3015242562927274,145
733.0,0.0180157824209638,0.3266609998665701,142
736.0,0.0253362449749367,0.2000162063840998,139
738.0,0.2201349942925207,0.2958759150578289,1008
741.0,0.7707330388604894,0.0,0
744.0,0.0237480768276341,0.1490604024455606,144
747.0,0.995880688867934,0.1410254142651531,142
748.0,0.0970519628765695,0.0,0
749.0,0.0521613975879696,0.3116749390636725,143
753.0,0.1716958657997915,0.5085658748127648,146
761.0,0.1421906794381855,0.4518298929437597,1008
764.0,0.9356791900342448,0.0,0
771.0,0.0300263040349397,0.0,0
778.0,0.8576852449253065,0.0,0
790.0,0.4015832051218422,0.0,0
793.0,0.1342002084470693,0.1898662414618143,1152
794.0,0.0928830214899002,0.2962891984850496,132
795.0,0.0853640379175145,0.0,0
802.0,0.1039257531391136,0.1097636263838393,1015
804.0,0.0325574470197032,0.0,0
805.0,0.0041441262593677,0.0,0
808.0,0.1020398034641917,0.2462784301745796,146
809.0,0.8615315896570549,0.0,0
824.0,0.0862573825003722,0.2869038710047567,137
825.0,0.9989577646533326,0.0,0
830.0,0.124968981090873,0.3216051875072047,141
834.0,0.0889374162489453,0.183095545445202,140
840.0,0.2677304084569953,0.0,0
841.0,0.8125961586182937,0.0,0
844.0,0.1935828080798054,0.1535614923467498,1009
854.0,0.6428606878753288,0.0,0
860.0,0.9998262941088888,0.1427081874240928,9
862.0,0.9999503697453967,0.0,0
863.0,0.953744602709812,0.0,0
868.0,0.0980693830959352,0.0,0
873.0,0.6363343093950072,0.0,0
874.0,0.010496798848578,0.101416558723888,1007
878.0,0.5244925306466822,0.0,0
879.0,0.9999255546180952,0.3332809281199604,1500
880.0,0.9992307310536503,0.0,0
884.0,0.2313266167055437,0.0,0
889.0,0.0047645044419077,0.0,0
893.0,0.7806590897811305,0.1753816351536049,6
894.0,0.4121296342250236,0.0,0
895.0,0.7587969626284183,0.1463348219656639,1008
896.0,0.9957566132314258,0.0,0
899.0,0.6886197826194849,0.0,0
902.0,0.6567819742915281,0.0,0
905.0,0.1645739242642314,0.3853476398301501,146
917.0,0.0938756265819643,0.8045461743416983,1008
919.0,0.4386818204377388,0.0,0
923.0,0.0767780038711598,0.2084839451896254,1014
925.0,0.9999255546180952,0.0,0
926.0,0.1115439972207057,0.250809548879558,142
927.0,0.6540771254156534,0.168812367054649,1008
929.0,0.1122884510397538,0.3093002537350077,144
937.0,0.7615762568861978,0.0,0
939.0,0.6452677552235843,0.0,0
944.0,0.8310586133306864,0.0,0
945.0,0.1739044121296342,0.0,0
953.0,0.7467368107598392,0.0,0
954.0,0.2262643307360166,0.5746789992961581,144
962.0,0.011439773686039,0.1047524817743503,1007
967.0,0.909846642513276,0.0,0
977.0,0.5139709166708025,0.0,0
983.0,0.1994143629956821,0.6775160228710374,1008
984.0,1.0,0.0,0
985.0,0.0034741178222244,0.204665096528165,1008
987.0,0.0032755968038116,0.0,0
988.0,0.0279170182143034,0.1229717848302381,144
991.0,0.114149585587374,0.272427703526927,146
994.0,0.1293612586232567,0.4796317190745423,1009
999.0,0.1228100650156335,0.3145905775655516,1005
1008.0,0.1179959303191225,0.1625039992611817,1009
1013.0,0.9968484788326964,0.0,0
1014.0,0.8900938011812001,0.0,0
1016.0,0.0676212218968683,0.2575864359687854,137
1017.0,0.0936026601816467,0.1342070647210873,1008
1019.0,0.0983671646235545,0.4490862043867663,1007
1023.0,0.209861531589657,0.0,0
1026.0,0.0475954141644746,0.4349171748243001,1009
1032.0,0.1567571591642265,0.2907341008282499,145
1037.0,0.0174450344930269,0.0,0
1040.0,0.005062285969527,0.0,0
1042.0,0.0485880192565387,0.2053691029107528,140
1046.0,0.0488113554022532,0.0,0
1050.0,0.0197280262047744,0.1572476406495408,288
1053.0,0.7047992456201301,0.0,0
1067.0,0.1381458136880242,0.0,0
1069.0,0.9532979304183832,0.0,0
1076.0,0.0173954042384237,0.0,0
1084.0,0.9937962181745992,0.1708323166599802,154
1087.0,0.1716958657997915,0.3812916134133157,1008
1088.0,0.0675964067695667,0.2502700162847268,1006
1092.0,0.086331827882277,0.22193572148339,143
1099.0,0.0308948334904958,0.0,0
1111.0,0.3532433371383195,0.0,0
1114.0,0.0576455407216239,0.2141400343938331,1009
1116.0,0.9999007394907936,0.0,0
1126.0,0.0986897612784753,0.1199871408806424,144
1128.0,0.2513524244379373,0.3329098658796536,144
1129.0,0.3658742369348354,0.0,0
1131.0,0.9999751848726984,0.0,0
1135.0,0.1458881334061244,0.3016332811921776,144
1138.0,0.0855377438086257,0.4448659869826536,1008
1139.0,0.0039704203682564,0.0,0
1142.0,0.0677204824060747,0.1326466932524232,144
1154.0,0.8094942677055933,0.0,0
1155.0,0.0685641967343292,0.0,0
1158.0,0.0378430691349446,0.1543965268279915,139
1162.0,0.0771502307806839,0.184464929843799,1008
1166.0,0.0247406819196982,0.389140302218762,1008
1168.0,0.0804754578390987,0.1239137304862228,1012
1178.0,0.017941337039059,0.0,0
1179.0,0.9999007394907936,0.2499255127401814,14
1190.0,0.0757605836517941,0.0,0
1191.0,0.070077919499727,0.2541242569706364,140
1195.0,0.0192813539133455,0.0,0
1196.0,0.642910318129932,0.0,0
1197.0,0.0842721723162439,0.3274653749478096,1008
1200.0,0.0426075735768524,0.0,0
1204.0,1.0,0.0,0
1207.0,0.1090376693632438,0.2456963422504038,1008
1209.0,0.0823365923867189,0.2804958076525525,142
1218.0,0.0843466176981487,0.2772258964473846,144
1220.0,0.9999751848726984,0.0,0
1233.0,0.1230085860340463,0.3259967399434983,141
1234.0,0.9993548066901584,0.0,0
1235.0,0.9672192168345825,0.0,0
1241.0,0.8919549357288203,0.0,0
1243.0,0.5434016576505037,0.0,0
1245.0,0.6900838751302795,0.0,0
1251.0,0.0659337932403593,0.2668974498541885,138
1252.0,0.6803067149734479,0.0,0
1255.0,0.07213757506576,0.0,0
1257.0,0.0041689413866693,0.0,0
1261.0,0.9900987642066604,0.0,0
1262.0,0.6908531440766291,0.0,0
1264.0,0.2467864410144424,0.0,0
1266.0,0.0037967144771452,0.0,0
1268.0,0.0491835823117772,0.3785318863104873,144
1278.0,0.1213459725048389,0.2277163284763729,144
1283.0,0.1001786689165715,0.0,0
1284.0,0.0702516253908382,0.0693175049160689,1154
1285.0,0.0116382947044518,0.0898757418722973,1008
1289.0,0.0504987840587622,0.0,0
1294.0,0.6013449798997469,0.0,0
1302.0,0.0043178321504789,0.0,0
1310.0,0.0126060846692143,0.0,0
1311.0,0.1472033351531093,0.4843328314125817,1009
1322.0,0.0058067397885751,0.0,0
1323.0,0.2199116581468063,0.0,0
1325.0,0.2540572733138121,0.0,0
1326.0,0.5292074048339868,0.0,0
1327.0,0.1326120402997667,0.2475631016580116,145
1329.0,0.5761576256886198,0.0,0
1331.0,0.0644448856022631,0.0,0
1334.0,0.0517643555511439,0.2567612247856436,143
1341.0,0.9500223336145714,0.0,0
1342.0,0.998436646979999,0.0,0
1343.0,0.9999503697453967,0.4999739409140636,1009
1349.0,0.0328055982927192,0.3318034882292933,1006
1351.0,0.0172465134746141,0.0,0
1355.0,0.4490793587771105,0.0,0
1356.0,0.0781676510000496,0.2186738706401936,143
1357.0,0.08452032358926,0.259772320490452,1007
1358.0,0.0871259119559283,0.3119306425614023,147
1359.0,0.091145962578788,0.2658458036997204,1006
1361.0,0.998188495706983,0.0,0
1362.0,0.9999751848726984,0.0,0
1363.0,0.1792644796267805,0.382708171607839,144
1365.0,0.9096481214948632,0.0,0
1367.0,0.9999751848726984,0.0,0
1368.0,0.9998014789815872,0.1248255895046288,136
1369.0,0.9999503697453967,0.0,0
1370.0,0.999875924363492,0.1998972013351251,1145
1375.0,0.0645937763660727,0.0,0
1376.0,0.058762221450196,0.0,0
1378.0,0.0995086604794282,0.3089575446418215,1008
1379.0,0.1039753833937168,0.231122987457951,1006
1380.0,0.9994540671993648,0.0,0
1381.0,0.8944612635862822,0.0,0
1382.0,0.9989081343987296,0.0,0
1383.0,1.0,0.0,0
1384.0,1.0,0.0,0
1385.0,0.2039307161645739,0.7281256966246619,1008
1391.0,0.1586927390937515,0.273091214596633,1008
1392.0,0.5797806342746539,0.0,0
1393.0,0.0037222690952404,0.0,0
1395.0,0.9996029579631744,0.2496875420513283,1477
1396.0,0.9999503697453967,0.0,0
1397.0,0.8064171919201946,0.2539281477173822,721
1398.0,0.5723360960841729,0.2739448383097316,146
1399.0,0.9940195543203136,0.0,0
1404.0,0.0035733783314308,0.0,0
1413.0,0.152910814432478,0.4930387927163694,1008
1414.0,0.0583403642860687,0.3662670495126242,1007
1420.0,0.1245223087994441,0.3453497871265167,1009
1422.0,0.3276837560176683,0.0,0
1423.0,0.0910963323241848,0.211886778773206,141
1438.0,0.0706486674276639,0.0,0
1449.0,0.0901781726140255,0.2585751708329304,143
1450.0,0.1764107399870961,0.6333040671445401,1008
1451.0,0.0722864658295697,0.2562665936768923,149
1452.0,0.065139709166708,0.2322803594156575,145
1458.0,0.7986252419474912,0.0,0
1466.0,0.3134150578192466,0.0,0
1473.0,0.029381110725098,0.0,0
1475.0,0.0673730706238523,0.2401545632271567,1012
1476.0,0.0760831803067149,0.2874452645682291,1000
1480.0,0.9814134696510992,0.0,0
1481.0,0.907985507965656,0.0,0
1490.0,0.6368802421956424,0.0,0
1493.0,0.135217628666435,0.3324075667395088,143
1500.0,0.0572733138120998,0.2695486875913214,145
1508.0,0.7116234056280709,0.0,0
1509.0,0.1289890317137327,0.2913671352711914,137
1510.0,0.9859050076926896,0.0,0
1511.0,0.9992059159263488,0.0,0
1513.0,0.0057074792793687,0.1002379584275143,1695
1514.0,0.0628319023276589,0.3045478613683715,143
1517.0,0.3666931361357883,0.0,0
1519.0,0.8013549059506675,0.1503780885799817,1002
1520.0,0.9642165864310884,0.0,0
1521.0,0.6983969427763165,0.0,0
1529.0,0.7800635267258921,0.4009139585517678,143
1534.0,0.0855129286813241,0.2771581148993259,143
1535.0,0.7509305672738101,0.0,0
1536.0,0.0377686237530398,0.2755012447930271,1009
1538.0,0.0548414313365427,0.0,0
1539.0,0.0746190877959204,0.2807829836432507,141
1540.0,0.9992059159263488,0.0,0
1541.0,0.078390987145764,0.2118289993247848,144
1551.0,1.0,0.0,0
1552.0,0.9304928284282098,0.0,0
1553.0,0.9983870167253958,0.0,0
1554.0,0.156161596108988,0.0,0
1555.0,1.0,0.0,0
1556.0,1.0,0.0,0
1557.0,1.0,0.0,0
1558.0,0.9458285771006004,0.0,0
1565.0,0.9770211921187156,0.0,0
1567.0,0.994242890466028,0.0,0
1569.0,0.9990322100352376,0.1273605003912267,4
1570.0,0.9989329495260312,0.0,0
1573.0,0.0605240954886098,0.2495584225203587,141
1576.0,0.0077671348454017,0.0,0
1580.0,0.9968484788326964,0.0,0
1581.0,1.0,0.0,0
1582.0,0.1486177974093007,0.2094000839037243,146
1587.0,0.0731301801578242,0.2569523214742503,144
1589.0,0.858653034890069,0.0,0
1591.0,0.1167551739540423,0.4141280752127197,141
1593.0,0.57476797855973,0.0,0
1596.0,0.4950866047942825,0.1894567437627979,1008
1597.0,0.9999007394907936,0.4999503574283633,3
1600.0,0.003374857313018,0.0,0
1602.0,0.9906943272618988,0.0,0
1603.0,0.999503697453968,0.0995530196604145,7
1604.0,0.3657501612983274,0.0,0
1605.0,0.998684798253015,0.0,0
1606.0,0.9990818402898408,0.0,0
1612.0,0.1124869720581666,0.0,0
1615.0,0.0633778351282942,0.226116045382157,1010
1619.0,0.0031763362946051,0.0,0
1620.0,0.0500769268946349,0.0,0
1622.0,0.0400764305920889,0.444143338572828,1008
1623.0,0.0826343739143381,0.2637065409178308,143
1632.0,0.9994540671993648,0.0,0
1637.0,0.0090078912104819,0.0,0
1639.0,0.0828825251873542,0.0,0
1640.0,0.8104124274157526,0.0,0
1641.0,0.3749565735272221,0.4558947068516142,144
1642.0,0.8267159660529059,0.2404074276191987,1009
1646.0,0.1360613429946895,0.4253375405673285,1008
1647.0,0.0637996922924214,0.4104334066283935,1009
1648.0,0.9997270335996824,0.3634625967653431,2
1652.0,0.0721623901930616,0.0,0
1655.0,0.5521862127152712,0.0,0
1656.0,0.7687726438036627,0.3084095028637888,144
1657.0,0.9949625291577746,0.0,0
1658.0,0.9043873145069234,0.0,0
1659.0,0.9764752593180804,0.0,0
1661.0,0.9999007394907936,0.0,0
1663.0,0.6130329048588019,0.0,0
1670.0,0.9775919400466524,0.0,0
1671.0,0.6617449997518488,0.0,0
1672.0,0.5578192466127351,0.0,0
1675.0,0.0217380515162042,0.4913264388470955,1009
1680.0,0.9942677055933296,0.1378945323551493,146
1681.0,0.9948384535212664,0.0,0
1682.0,0.1398828725991364,0.0,0
1683.0,1.0,0.0,0
1684.0,0.994491041739044,0.0,0
1686.0,0.0678445580425827,0.2561557168494699,152
1688.0,0.6903816566578986,0.0,0
1690.0,0.0184128244577894,0.1571219643748553,1008
1692.0,0.0821132562410045,0.3129880291829238,139
1693.0,0.7149982629410889,0.0,0
1695.0,0.3947342299865998,0.0,0
1696.0,0.9995781428358728,0.0,0
1697.0,0.1264578887289691,0.0,0
1698.0,0.9977418234155542,0.0,0
1699.0,1.0,0.0,0
1700.0,0.8582063625986401,0.0,0
1701.0,0.9026502555958112,0.0,0
1702.0,0.610898803910864,0.0,0
1710.0,0.3920790113653283,0.0,0
1724.0,0.0069234205171472,0.1518094890196221,141
1727.0,0.9985855377438086,0.1039835264907605,349
1728.0,0.9999255546180952,0.0,0
1729.0,1.0,0.0,0
1737.0,0.065387860439724,0.3419481862709571,1008
1739.0,0.9999007394907936,0.0,0
1740.0,0.0710457094644895,0.2656371655627138,145
1741.0,0.9215345674723312,0.0,0
1742.0,1.0,0.0,0
1743.0,0.9120055585885156,0.0,0
1744.0,0.1777259417340811,0.0,0
1745.0,0.9959799493771404,0.3120480159158844,12
1747.0,0.8067894188297186,0.0331149982278598,1005
1748.0,0.6088887785994342,0.4227452566388903,1008
1749.0,1.0,0.0,0
1753.0,0.9716363094942676,0.0,0
1754.0,0.9997270335996824,0.0,0
1755.0,0.1293116283686535,0.5154090361980638,1008
1756.0,1.0,0.0,0
1757.0,0.9994788823266664,0.0,0
1758.0,0.9998262941088888,0.0,0
1759.0,1.0,0.0,0
1760.0,0.9998262941088888,0.0,0
1761.0,0.9986103528711102,0.1595457991988525,16
1762.0,0.9986103528711102,0.0,0
1766.0,1.0,0.0,0
1768.0,0.0766787433619534,0.2670132203048054,147
1769.0,1.0,0.0,0
1771.0,0.9994044369447616,0.1244753776227856,216
1773.0,0.9998014789815872,0.0,0
1774.0,0.9311380217380516,0.0,0
1775.0,0.9999751848726984,0.0,0
1777.0,0.999627773090476,0.2663799507034721,1477
1778.0,0.9996774033450792,0.0,0
1779.0,0.9999007394907936,0.0,0
1781.0,0.9999007394907936,0.0,0
1782.0,0.6567819742915281,0.0,0
1783.0,0.9999503697453967,0.0,0
1784.0,1.0,0.0,0
1785.0,0.9896024616606284,0.2525831577691562,143
1786.0,0.0279666484689066,0.2766921402921176,1009
1787.0,0.9999007394907936,0.0,0
1788.0,0.0201250682416,0.2949079964794266,1008
1790.0,0.9999255546180952,0.0,0
1791.0,0.2077522457690208,0.3473095307256484,144
1792.0,0.9924065710457096,0.0,0
1793.0,0.999503697453968,0.0,0
1794.0,0.0420368256489155,0.0897911751915539,144
1795.0,0.0473968931460618,0.1970874135119448,1015
1796.0,0.0779194997270336,0.2522454859334761,143
1798.0,0.0560077423197181,0.246010775423618,141
1802.0,0.1064568961238771,0.2706584970764307,141
1803.0,0.9991314705444438,0.1134839372329263,1476
1804.0,0.6761625887140801,0.0,0
1808.0,0.0651893394213112,0.3934429553478173,145
1810.0,0.0597051962876569,0.2090434162751885,143
1813.0,0.9992307310536503,0.0,0
1814.0,0.8688272370837262,0.0,0
1821.0,0.4897017221698347,0.0,0
1822.0,0.950047148741873,0.0,0
1823.0,0.9999007394907936,0.0,0
1824.0,0.7177775571988684,0.0,0
1828.0,0.0671745496054394,0.2794612539566517,140
1833.0,0.105712442304829,0.0,0
1834.0,0.999875924363492,0.0,0
1835.0,0.943545585388853,0.0,0
1838.0,0.0350637748771651,0.1513677028048245,144
1841.0,0.0692093900441709,0.0,0
1845.0,0.4421807533872648,0.7741354861650123,1008
1846.0,0.9676658891260111,0.0,0
1847.0,0.6983969427763165,0.0,0
1849.0,0.0778946845997319,0.2389861820053797,142
1852.0,0.854459278376098,0.0,0
1853.0,0.9194252816516948,0.0,0
1854.0,0.963248796466326,0.2317473567456148,3
1856.0,0.0835525336244975,0.2257033780046888,143
1859.0,0.1495607722467616,0.5059247112244191,1007
1861.0,0.0033004119311132,0.0,0
1864.0,0.6422651248200903,0.0,0
1865.0,0.0066008238622264,0.0,0
